PassengerId,CryoSleep,Age,VIP,Name,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_unknown,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_unknown,Cabin_Deck_A,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_T,RoomService_z,FoodCourt_z,ShoppingMall_z,Spa_z,VRDeck_z
0008_02,True,34.0,0.0,Altardr Flatic,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0008_03,False,45.0,0.0,Wezena Flatic,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-0.2740410254011134,4.290391143694953,0.7013757121349955,-0.17288142987037744,-0.15365290604880638
0009_01,False,32.0,0.0,Berers Barne,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.22256635561768354,-0.2810105660690542,1.5943416032277158,-0.2706103380711169,-0.16335200116868231
0010_01,False,48.0,0.0,Reney Baketton,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.7554523702674842,-0.2803839174453717,-0.17486797125935932,-0.2706103380711169,-0.24182649804767847
0011_01,False,28.0,0.0,Elle Bertsontry,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.32097381255659363,0.32934519339772345,-0.26349567206069674,-0.26883344883110344,-0.2568160086874867
0012_01,False,31.0,0.0,Justie Pooles,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.28463875153299606,-0.2810105660690542,1.1813030730780867,-0.2706103380711169,-0.2629881601274078
0014_01,False,27.0,0.0,Flats Eccle,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,1.6138681869499767,-0.20455943397978638,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0015_01,False,24.0,0.0,Carry Hughriend,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2803839174453717,-0.2835623212987354,-0.2706103380711169,0.2986776209054074
0016_01,True,45.0,0.0,Alus Upead,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0017_01,False,0.0,0.0,Lyde Brighttt,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0017_02,False,14.0,0.0,Philda Brighttt,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.29066638134063205,-0.2810105660690542,-0.28189010052889885,-0.2706103380711169,0.3357105295449337
0020_01,True,1.0,0.0,Almary Brantuarez,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0020_02,True,49.0,0.0,Glendy Brantuarez,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0020_03,True,29.0,0.0,Mollen Mcfaddennon,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0020_04,False,10.0,0.0,Breney Jacostanley,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0020_05,True,1.0,0.0,Mael Brantuarez,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0020_06,False,7.0,0.0,Terta Mcfaddennon,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0022_01,False,21.0,0.0,,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1.1505961588991078,-0.27975726882168916,-0.1681790881800131,-0.2706103380711169,-0.2629881601274078
0024_01,True,62.0,0.0,Penton Fullided,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0025_01,False,15.0,0.0,Karard Brookenson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.14001462574048648,-0.2835623212987354,0.616057392695592,-0.2629881601274078
0026_01,False,34.0,0.0,Anyoni Unconary,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.29977836029282834,3.52462652555491,-0.2835623212987354,1.0069730254985496,0.02622122162889267
0028_01,False,43.0,0.0,Ceros Mare,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1.3701204859166762,-0.2810105660690542,-0.056140296600963924,-0.22796499631079423,-0.2629881601274078
0030_01,False,32.0,0.0,Ginia Morsentley,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,0.25164076406109054,-0.14811243894197446,0.11763996087182076,0.13643821162748276
0031_01,False,47.0,0.0,Coobix Datie,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.009097872104047862,-0.2810105660690542,2.0759411849406435,-0.2706103380711169,0.8206652855387301
0031_02,False,2.0,0.0,Cinets Datie,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0031_03,False,20.0,0.0,Dontch Datie,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,2.642824025915236,0.6089498357355382,-0.2629881601274078
0034_01,True,28.0,0.0,Ziba Oingwhedly,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0035_01,False,23.0,0.0,Luse Butte,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.8538598272063943,0.3230787071608982,-0.2835623212987354,0.5743004955552761,-0.2629881601274078
0036_01,False,15.0,0.0,Marina Leodger,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.3330854995644595,0.027300556782747225,-0.20329572434658075,-0.25284144567098243,0.0905879437880693
0038_01,False,20.0,0.0,Loise Wheelez,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.5056488257302509,-0.15881408445096218,-0.2835623212987354,2.0446763416664013,-0.2629881601274078
0039_01,True,30.0,0.0,Jorgie Batthewitt,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0041_01,True,17.0,0.0,Margia Moodsey,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0043_01,False,45.0,0.0,Ankalik Cylistrand,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.3330854995644595,-0.1782401917851204,-0.20831238665609042,1.9602741027657626,0.49089605146294857
0044_01,True,55.0,0.0,Jodye Coopelandez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0044_02,True,4.0,0.0,Kayne Coopelandez,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0044_03,True,21.0,0.0,Cassa Coopelandez,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0045_01,False,21.0,0.0,Zelowl Chmad,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1.1354565501392755,-0.2810105660690542,0.017437417271844488,-0.2706103380711169,-0.20655706124812964
0045_02,True,19.0,0.0,Mass Chmad,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0050_01,False,35.0,0.0,Sony Lancis,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.8629435924622937,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0051_01,False,56.0,0.0,Vivia Johnshines,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.21082592021661162,-0.2835623212987354,0.954554792918153,-0.15100769828884023
0052_01,False,,0.0,Elaney Hubbarton,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.32702965606052653,-0.2810105660690542,-0.28021787975906226,3.889975817420364,-0.2629881601274078
0053_01,False,25.0,0.0,Elson Hickerson,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,2.957201530644508,-0.2706103380711169,-0.26210642420741903
0056_01,False,2.0,0.0,Okulas Tractive,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0056_02,True,38.0,0.0,Instab Tractive,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0056_03,False,27.0,0.0,Zinoces Tractive,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0893095848348622,0.09811185125887235,5.358510556129801,-0.01651517674919431,-0.2603429523674416
0058_01,True,36.0,0.0,Warry Ayalazquez,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0061_01,False,22.0,0.0,Shanya Salez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.26495726014521404,0.4057963254869913,-0.03607364736292527,0.9527779036781396,-0.26210642420741903
0062_01,False,62.0,0.0,Sterry Greeves,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,0.08996541915099955,-0.2835623212987354,-0.2555067795310026,-0.24094476212768975
0064_01,True,15.0,0.0,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0064_02,True,33.0,0.0,Colatz Keen,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0066_01,False,62.0,0.0,Diandy Pecketton,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3315715386884762,-0.18513332664562815,0.04586517035906592,-0.2706103380711169,0.14261036306740382
0067_01,True,0.0,0.0,Ninaha Leeves,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0067_02,False,18.0,0.0,Celine Leeves,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3315715386884762,-0.11933522115896322,0.4622481420483681,-0.2706103380711169,-0.2629881601274078
0067_03,False,21.0,0.0,Velyne Leeves,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2.6130823650989097,-0.2578245669928009,-0.2835623212987354,-0.2706103380711169,-0.24182649804767847
0068_01,False,,0.0,Cinst Binie,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.8674854750902434,-0.2810105660690542,-0.28021787975906226,-0.04583384920941615,-0.2629881601274078
0069_01,False,42.0,0.0,,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.009797797432667,-0.2810105660690542,-0.2685123343702064,-0.2652796703510766,-0.2629881601274078
0070_01,False,19.0,0.0,Meremy Brighttt,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.045432933127645424,-0.2810105660690542,-0.2752012174495526,-0.2697218934511102,0.37715211778440355
0071_01,False,17.0,0.0,Nelly Dillines,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3088621255487278,1.0756837042036085,-0.2835623212987354,-0.2706103380711169,-0.21713789228799427
0072_01,False,14.0,0.0,Thell Brantuarez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2803839174453717,-0.2835623212987354,-0.2706103380711169,0.6742971228206025
0073_01,False,37.0,0.0,Gorn Make,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.2634432992692308,-0.22899873030340478,0.9505366068406421,-0.2706103380711169,-0.2524073290875431
0074_01,False,42.0,0.0,Aldibah Mostedry,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.3315715386884762,4.980957926993094,-0.2835623212987354,-0.2706103380711169,0.18317021538688497
0076_01,False,27.0,0.0,Conk Dal,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.11053325079492439,-0.2810105660690542,1.4187584223948775,-0.2706103380711169,-0.2629881601274078
0077_01,False,28.0,0.0,Pon Blité,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3118900473006942,-0.2810105660690542,1.8819635756396031,-0.2706103380711169,-0.2629881601274078
0078_01,False,38.0,0.0,Spuri Pokerheed,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.3330854995644595,3.3786173962368817,-0.2835623212987354,0.014580384951040972,8.249290411443704
0081_01,True,13.0,0.0,Dellie Vinozarks,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0082_01,False,42.0,0.0,Totse Datte,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,10.879308747967356,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0082_02,True,2.0,0.0,Eaturs Datte,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0082_03,False,8.0,0.0,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0084_01,False,24.0,0.0,Coren Coopezmaney,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.708519583112004,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2479986494875995
0085_01,True,40.0,0.0,Furudah Ellcefulve,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0086_01,False,43.0,0.0,Jodye Kinson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.013639754731997557,-0.2810105660690542,-0.2835623212987354,0.2962173294931719,0.18934236682680602
0088_01,True,45.0,0.0,Stmeal Sacre,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0090_01,True,35.0,0.0,Heremy Santry,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0091_01,True,26.0,0.0,Deanne Yorkland,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0091_02,False,27.0,0.0,Tinez Yorkland,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3315715386884762,0.1557635246376645,-0.2317234774338022,-0.10358274950985309,-0.2629881601274078
0092_01,False,19.0,0.0,Gracy Dunnisey,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,0.8368255944917564,-0.2697218934511102,-0.23300913884779126
0092_02,True,0.0,0.0,Stald Hewson,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0092_03,True,3.0,0.0,Tiney Hewson,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0097_01,False,54.0,0.0,Alchium Fictful,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,-0.3330854995644595,0.4759809713394339,-0.2835623212987354,-0.26794500421109674,0.2986776209054074
0098_01,False,26.0,0.0,Doria Carezquez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,0.2554006558031857,-0.2752012174495526,-0.24218011023090177,-0.2629881601274078
0098_02,False,26.0,0.0,Leence Carezquez,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,1.4804987151025186,1.3167529554348476,-0.2706103380711169,-0.18627713508838906
0099_01,False,23.0,0.0,Aliey Leetersoney,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.13775633286632563,-0.013431603756616787,0.5960258036352926,-0.23773788713086816,-0.2629881601274078
0099_02,True,2.0,0.0,Thewis Connelson,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0101_01,True,31.0,0.0,Book Trad,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0102_01,False,18.0,0.0,Ritany Holson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,0.46679869653446265,-0.18275019140843418
0103_01,False,24.0,0.0,Arlen Mclainez,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2479986494875995
0103_02,True,9.0,0.0,Shaele Mclainez,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0103_03,True,6.0,0.0,Fanne Mclainez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0105_01,False,27.0,0.0,Carry Cleachrand,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,0.6696035175081009,-0.26883344883110344,-0.14748075460888532
0107_01,False,21.0,0.0,Coobix Hart,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2.3057483072743135,-0.2778773229506416,-0.255134568211514,-0.2706103380711169,-0.2629881601274078
0108_01,True,23.0,0.0,Natald Handertiz,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0108_02,False,31.0,0.0,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5177605127381169,-0.2810105660690542,0.2615816496679815,-0.2706103380711169,-0.2629881601274078
0108_03,False,0.0,0.0,Oline Handertiz,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0110_01,False,32.0,0.0,Graviph Aloubtled,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.3330854995644595,-0.02408463035921968,-0.2735289966797161,3.220088573935295,0.410658082743975
0110_02,False,40.0,0.0,Aldeba Bootious,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.3330854995644595,-0.07358987163013903,-0.2835623212987354,-0.2706103380711169,1.2245003368935643
0110_03,False,42.0,0.0,Alaratz Aloubtled,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,3.0112540754824995,6.874063419137996,-0.2835623212987354,1.3890042121014403,0.12938432426757301
0110_04,True,28.0,0.0,Izark Aloubtled,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0111_01,True,29.0,0.0,Aldera Supred,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0112_01,False,48.0,1.0,Moth Cowtale,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-0.3330854995644595,1.3087969922135072,-0.1380791143229551,-0.2555067795310026,-0.2515255931675544
0113_01,False,64.0,0.0,Idary Carvis,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,1.0609031776498548,-0.2706103380711169,-0.2629881601274078
0114_01,False,27.0,0.0,Maura Beckerson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.20894070773383447,-0.18262673215089806,0.4338203889611467,-0.05916051850951698,-0.26210642420741903
0115_01,True,26.0,0.0,Rohs Pead,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0116_01,False,33.0,0.0,Alhenah Suptive,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-0.3315715386884762,1.1120293243771948,-0.2835623212987354,-0.2599490026310362,0.09323315154803545
0119_01,False,39.0,0.0,Batan Coning,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,-0.3330854995644595,1.1878538078427803,-0.2835623212987354,-0.21286143777067995,5.819226215954789
0119_02,True,13.0,0.0,Kleeiak Coning,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0120_01,True,24.0,0.0,Bees Sacre,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0122_01,False,29.0,0.0,Shelle Hayder,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,0.350412451313582,-0.19773970204824243
0123_01,False,18.0,0.0,Iree Fielson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.2498176513853817,0.09309866226941217,-0.2016235035767442,-0.2706103380711169,-0.26210642420741903
0126_01,True,67.0,0.0,Milly Mish,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0127_01,False,35.0,0.0,Miloss Mesty,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.7282010744997861,-0.2810105660690542,0.21141502657288486,-0.2706103380711169,-0.24094476212768975
0128_01,False,61.0,1.0,Grohs Fles,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,3.2292644416240845,-0.07170992575909145,-0.2685123343702064,0.010138161851007362,-0.26122468828743034
0128_02,False,45.0,0.0,Barave Fles,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,2.850774222628277,-0.2772506743269591,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0129_01,True,22.0,0.0,Race Fowles,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0133_01,True,19.0,0.0,Flynx Blie,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0133_02,False,36.0,0.0,Egrasp Blie,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,3.812139378877629,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
0134_01,False,19.0,0.0,Camina Harmontry,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2722374853374989,0.9371588406819497,-0.2706103380711169,-0.2629881601274078
