PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_unknown,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_unknown
0058_01,True,G/7/S,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,True,False,False,False,False,True,False,False
0061_01,False,F/12/S,22.0,0.0,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False,True,False,False,False,False,False,True,False
0062_01,False,F/13/S,62.0,0.0,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False,True,False,False,False,False,False,True,False
0064_01,True,F/14/S,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False,True,False,False,False,True,False
0064_02,True,E/3/S,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True,False,False,False,True,False,False,True,False
0066_01,False,G/6/P,62.0,0.0,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,False,True,False,False,False,False,False,True,False
0067_01,True,G/10/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,True,False,False,False,False,True,False,False
0067_02,False,G/10/S,18.0,0.0,1.0,258.0,446.0,0.0,0.0,Celine Leeves,True,True,False,False,False,False,False,True,False
0067_03,False,F/15/S,21.0,0.0,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,False,True,False,False,False,True,False,False,False
0068_01,False,E/4/S,,0.0,793.0,0.0,2.0,253.0,0.0,Cinst Binie,False,False,False,True,False,False,False,True,False
0069_01,False,F/16/S,42.0,0.0,887.0,0.0,9.0,6.0,0.0,,True,True,False,False,False,False,False,True,False
0070_01,False,F/13/P,19.0,0.0,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False,True,False,False,False,False,False,True,False
0071_01,False,F/14/P,17.0,0.0,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False,True,False,False,False,False,False,True,False
0072_01,False,F/17/S,14.0,0.0,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False,True,False,False,False,False,False,True,False
0073_01,False,D/3/P,37.0,0.0,46.0,83.0,738.0,0.0,12.0,Gorn Make,False,False,False,True,False,False,True,False,False
0074_01,False,C/3/S,42.0,0.0,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True,False,True,False,False,False,False,True,False
0076_01,False,F/18/S,27.0,0.0,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True,False,False,True,False,False,False,True,False
0077_01,False,F/15/P,28.0,0.0,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True,False,False,True,False,False,False,True,False
0078_01,False,C/4/S,38.0,0.0,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False,False,True,False,False,False,False,True,False
0081_01,True,G/13/S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,True,False,False,False,False,False,True,False
0082_01,False,F/16/P,42.0,0.0,7406.0,0.0,0.0,0.0,0.0,Totse Datte,False,False,False,True,False,False,False,True,False
0082_02,True,F/16/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,False,False,True,False,False,False,True,False
0082_03,False,F/16/P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False,True,False,False,False,True,False
0084_01,False,G/14/S,24.0,0.0,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,True,True,False,False,False,False,False,True,False
0085_01,True,C/5/S,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,False,True,False,False,False,False,True,False
0086_01,False,F/17/P,43.0,0.0,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,False,True,False,False,False,False,False,True,False
0088_01,True,E/5/S,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,False,False,True,False,False,True,False,False
0090_01,True,G/15/S,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,True,False,False,False,False,False,True,False
0091_01,True,G/16/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True,True,False,False,False,False,False,True,False
0091_02,False,F/20/S,27.0,0.0,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,False,True,False,False,False,False,False,True,False
0092_01,False,G/9/P,19.0,0.0,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,False,True,False,False,False,False,False,True,False
0092_02,True,G/9/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True,True,False,False,False,False,False,True,False
0092_03,True,G/9/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,True,False,False,False,False,False,True,False
0097_01,False,A/2/S,54.0,0.0,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,False,False,True,False,False,False,False,True,False
0098_01,False,G/11/P,26.0,0.0,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,False,True,False,False,False,False,False,True,False
0098_02,False,G/11/P,26.0,0.0,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,True,True,False,False,False,False,False,True,False
0099_01,False,F/19/P,23.0,0.0,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,False,True,False,False,False,False,True,False,False
0099_02,True,G/12/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,True,False,False,False,False,False,True,False
0101_01,True,,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Book Trad,True,False,False,True,False,False,False,True,False
0102_01,False,F/23/S,18.0,0.0,0.0,0.0,0.0,830.0,91.0,Ritany Holson,False,True,False,False,False,False,False,True,False
0103_01,False,F/24/S,24.0,0.0,0.0,0.0,0.0,0.0,17.0,Arlen Mclainez,True,True,False,False,False,False,False,True,False
0103_02,True,G/18/S,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,True,False,False,False,True,False,False,False
0103_03,True,G/18/S,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,True,False,False,False,False,False,True,False
0105_01,False,F/21/P,27.0,0.0,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,False,True,False,False,False,False,False,True,False
0107_01,False,D/2/S,21.0,0.0,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,False,False,False,True,False,False,False,True,False
0108_01,True,G/19/S,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,True,False,False,False,False,False,True,False
0108_02,False,G/19/S,31.0,0.0,562.0,0.0,326.0,0.0,0.0,,False,True,False,False,False,False,False,True,False
0108_03,False,G/19/S,0.0,False,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,True,False,False,False,False,False,True,False
0110_01,False,,32.0,0.0,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,False,False,True,False,False,False,False,True,False
0110_02,False,B/5/P,40.0,0.0,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,False,False,True,False,False,False,False,True,False
0110_03,False,B/5/P,42.0,0.0,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,True,False,True,False,False,False,False,True,False
0110_04,True,B/5/P,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,False,True,False,False,False,False,True,False
0111_01,True,E/6/S,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,False,True,False,False,False,False,True,False
0112_01,False,B/1/S,48.0,1.0,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,True,False,True,False,False,True,False,False,False
0113_01,False,F/23/P,64.0,0.0,0.0,0.0,804.0,0.0,0.0,Idary Carvis,True,True,False,False,False,False,False,True,False
0114_01,False,G/20/S,27.0,0.0,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,False,True,False,False,False,False,False,True,False
0115_01,True,F/24/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Rohs Pead,True,False,False,True,False,False,False,True,False
0116_01,False,D/4/P,33.0,0.0,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,True,False,True,False,False,False,False,True,False
0119_01,False,A/0/P,39.0,0.0,0.0,2344.0,0.0,65.0,6898.0,Batan Coning,False,False,False,False,True,False,False,True,False
0119_02,True,A/0/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,False,True,False,False,False,False,True,False
0120_01,True,F/25/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Bees Sacre,True,False,False,True,False,False,False,True,False
0122_01,False,G/21/S,29.0,0.0,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,False,True,False,False,False,False,False,True,False
0123_01,False,F/27/P,18.0,0.0,55.0,597.0,49.0,0.0,1.0,Iree Fielson,False,True,False,False,False,False,False,True,False
0126_01,True,F/27/S,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,False,False,True,False,False,False,True,False
0127_01,False,E/7/S,35.0,0.0,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,False,False,False,True,False,False,False,True,False
0128_01,False,D/3/S,61.0,1.0,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,False,False,False,True,False,False,False,True,False
0128_02,False,E/8/S,45.0,0.0,2103.0,6.0,0.0,0.0,0.0,Barave Fles,False,False,False,True,False,False,False,True,False
0129_01,True,G/22/S,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Race Fowles,True,True,False,False,False,False,True,False,False
0133_01,True,F/29/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,False,False,True,False,False,False,True,False
0133_02,False,D/5/S,36.0,0.0,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,False,False,False,True,False,False,False,True,False
0134_01,False,G/17/P,19.0,0.0,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,True,True,False,False,False,False,False,True,False
0136_01,False,G/23/S,47.0,0.0,97.0,418.0,126.0,25.0,55.0,,False,True,False,False,False,False,True,False,False
0138_01,True,G/18/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True,True,False,False,False,False,False,True,False
0138_02,False,E/5/P,34.0,0.0,0.0,22.0,0.0,564.0,207.0,Monah Gambs,False,True,False,False,False,False,False,False,True
0139_01,True,C/6/S,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Charda Myling,True,False,True,False,False,True,False,False,False
0140_01,True,G/19/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True,True,False,False,False,False,False,True,False
0140_02,False,F/29/P,26.0,0.0,440.0,0.0,0.0,0.0,462.0,Verney Whitakers,False,True,False,False,False,False,False,True,False
0141_01,False,F/30/P,31.0,0.0,0.0,0.0,97.0,0.0,0.0,Pyrohs Harte,False,False,False,True,False,False,False,True,False
0144_01,False,F/31/S,20.0,0.0,0.0,420.0,210.0,0.0,0.0,Guadae Dayers,True,True,False,False,False,False,False,True,False
0146_01,False,G/25/S,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False,True,False,False,False,False,False,True,False
0147_01,True,G/26/S,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True,True,False,False,False,False,False,True,False
0148_01,False,F/31/P,42.0,0.0,1072.0,0.0,10.0,0.0,76.0,Corsh Pashe,False,False,False,True,False,False,False,True,False
0149_01,True,G/27/S,,0.0,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True,True,False,False,False,True,False,False,False
0151_01,True,G/20/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False,True,False,False,False,True,False,False,False
0152_01,False,F/32/P,41.0,0.0,0.0,0.0,0.0,0.0,607.0,Andan Estron,False,True,False,False,False,False,False,False,True
0160_01,False,G/22/P,22.0,0.0,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney,False,True,False,False,False,False,False,True,False
0163_01,True,B/8/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True,False,True,False,False,False,False,True,False
0163_02,True,B/8/P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True,False,True,False,False,False,False,True,False
0164_01,False,G/28/S,57.0,0.0,50.0,1688.0,0.0,0.0,135.0,Fany Hutchinton,True,True,False,False,False,False,False,True,False
0164_02,True,G/28/S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False,True,False,False,False,False,True,False,False
0165_01,True,F/37/P,35.0,,0.0,0.0,0.0,0.0,0.0,Graven Anche,True,False,False,True,False,False,False,True,False
0167_01,True,F/35/S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True,False,False,True,False,False,False,True,False
0167_02,False,F/35/S,27.0,0.0,1365.0,0.0,48.0,22.0,137.0,Rios Floaf,False,False,False,True,False,False,False,True,False
0169_01,True,G/23/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False,True,False,False,False,False,False,True,False
0170_01,False,E/10/S,24.0,0.0,0.0,0.0,0.0,221.0,567.0,Mollie Mcmahoney,False,True,False,False,False,False,False,True,False
0171_01,True,G/30/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,True,True,False,False,False,False,True,False,False
0172_01,True,G/24/P,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,True,True,False,False,False,False,False,True,False
0173_01,False,E/11/S,58.0,0.0,0.0,985.0,0.0,5.0,0.0,Hilip Grifford,True,True,False,False,False,False,False,True,False
0174_01,False,F/38/P,21.0,0.0,287.0,0.0,16.0,115.0,175.0,Doryn Lambles,False,True,False,False,False,True,False,False,False
0177_01,False,B/2/S,38.0,0.0,0.0,10346.0,1.0,14970.0,2111.0,Toperon Iniouser,False,False,True,False,False,False,False,True,False
0178_01,False,D/6/S,38.0,0.0,3414.0,0.0,161.0,28.0,119.0,Wees Knik,False,False,False,True,False,False,False,True,False
0179_01,False,G/26/P,19.0,0.0,1.0,219.0,673.0,2.0,11.0,Elaney Webstephrey,True,True,False,False,False,False,False,True,False
0179_02,False,G/26/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,False,True,False,False,False,False,False,True,False
0179_03,False,G/26/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True,True,False,False,False,False,False,True,False
0181_01,False,G/27/P,20.0,0.0,0.0,0.0,3.0,299.0,92.0,Nancis Brighttt,False,True,False,False,False,False,False,True,False
0182_01,True,C/3/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True,False,True,False,False,False,False,True,False
0183_01,False,F/36/S,37.0,0.0,17.0,146.0,426.0,0.0,232.0,Stany Weaves,True,True,False,False,False,False,False,True,False
0186_01,False,G/28/P,25.0,0.0,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry,False,True,False,False,False,False,False,True,False
0188_01,True,G/31/S,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Branda Romez,True,True,False,False,False,False,False,True,False
0189_01,False,E/8/P,49.0,0.0,84.0,3.0,401.0,202.0,98.0,Helly Booters,False,True,False,False,False,True,False,False,False
0190_01,True,G/32/S,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,False,True,False,False,False
0192_01,True,G/29/P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,True,True,False,False,False,False,False,True,False
0192_02,False,G/29/P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,False,True,False,False,False,False,False,True,False
0192_03,False,G/29/P,39.0,0.0,0.0,0.0,10.0,898.0,0.0,Lilace Adavisons,False,True,False,False,False,False,False,True,False
0193_01,True,F/41/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Sps Raf,True,False,False,True,False,False,False,True,False
0193_02,False,F/41/P,23.0,0.0,0.0,0.0,8.0,1072.0,0.0,Frook Raf,False,False,False,True,False,False,False,True,False
0193_03,False,F/41/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goles Raf,True,False,False,True,False,False,False,True,False
0195_01,False,F/42/P,39.0,0.0,406.0,0.0,867.0,0.0,0.0,Bar Floaf,True,False,False,True,False,False,False,True,False
0196_01,False,D/5/P,25.0,0.0,1052.0,0.0,719.0,0.0,7.0,Caper Emead,False,False,False,True,False,False,True,False,False
0197_01,False,C/5/P,36.0,0.0,0.0,972.0,0.0,795.0,575.0,Astrak Dissper,False,False,True,False,False,False,False,True,False
0198_01,True,G/30/P,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson,True,True,False,False,False,False,True,False,False
0199_01,True,G/33/S,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Regana Morrows,False,True,False,False,False,False,False,True,False
0200_01,True,G/31/P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,True,True,False,False,False,False,False,True,False
0201_01,True,B/3/S,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Kaffias Bacistion,True,False,True,False,False,False,False,True,False
0201_02,True,B/3/S,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion,True,False,True,False,False,False,False,True,False
0202_01,True,B/9/P,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Pomera Embleng,True,False,True,False,False,True,False,False,False
0202_02,False,A/2/P,,0.0,0.0,2433.0,0.0,878.0,443.0,Vegas Embleng,True,False,True,False,False,True,False,False,False
0203_01,True,C/8/S,51.0,0.0,0.0,0.0,0.0,0.0,0.0,Ancham Heateele,True,False,True,False,False,False,False,True,False
0205_01,False,G/34/S,29.0,0.0,0.0,2.0,66.0,0.0,705.0,Carma Oneiles,False,True,False,False,False,False,False,True,False
0206_01,False,C/9/S,,0.0,2.0,1720.0,12.0,1125.0,122.0,Nuson Brugashed,True,False,True,False,False,True,False,False,False
0207_01,True,G/32/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon,False,True,False,False,False,False,True,False,False
0210_01,True,D/6/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Arraid Inicont,True,False,False,False,True,True,False,False,False
0211_01,False,F/44/P,29.0,0.0,902.0,1.0,137.0,0.0,0.0,Pebuts Appie,True,False,False,True,False,False,False,True,False
0211_02,True,F/44/P,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Corsh Appie,True,False,False,True,False,False,False,True,False
0211_03,False,F/44/P,17.0,0.0,848.0,0.0,307.0,182.0,0.0,Picers Date,False,False,False,True,False,False,False,True,False
0212_01,False,E/9/P,13.0,0.0,192.0,0.0,0.0,51.0,739.0,Inen Workmans,False,True,False,False,False,False,False,True,False
0212_02,False,F/45/P,35.0,0.0,147.0,188.0,0.0,10.0,387.0,Shally Workmans,False,True,False,False,False,False,False,True,False
0213_01,False,F/46/P,21.0,0.0,367.0,281.0,0.0,0.0,146.0,Carita Navages,False,True,False,False,False,False,False,True,False
0216_01,False,F/40/S,21.0,0.0,0.0,56.0,0.0,0.0,1918.0,Searla Garnes,False,True,False,False,False,True,False,False,False
0217_01,False,F/47/P,38.0,0.0,1517.0,0.0,0.0,27.0,0.0,Prilly Shieldson,False,True,False,False,False,False,False,True,False
0219_01,True,G/36/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Nica River,True,True,False,False,False,False,False,True,False
0220_01,True,G/37/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyle Wilsoney,True,True,False,False,False,False,False,True,False
0220_02,False,G/37/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wena Wilsoney,True,True,False,False,False,False,False,True,False
0220_03,True,G/37/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Branca Wilsoney,False,True,False,False,False,False,False,True,False
0220_04,False,E/10/P,25.0,0.0,122.0,84.0,0.0,0.0,0.0,Dont Wilsoney,False,True,False,False,False,False,False,True,False
0220_05,False,F/48/P,16.0,0.0,0.0,3.0,0.0,0.0,1099.0,Velyne Wilsoney,False,True,False,False,False,False,False,True,False
